subject,trial_id,tier,condition,correct,rt_s,group
2,shapenet1392,familiar,telephone,1,1.06415480106462,adult
2,shapenet904,familiar,loudspeaker,1,2.560726611451636,adult
2,shapenet950,familiar,cabinet,1,1.1975068897586176,adult
2,shapenet1460,familiar,telephone,1,2.6019349599184274,adult
2,shapenet1413,familiar,bench,1,3.2561348290705516,adult
2,shapenet469,familiar,loudspeaker,1,1.2452385041029592,adult
2,shapenet1451,familiar,display,1,1.9648254369427987,adult
2,shapenet697,familiar,chair,1,2.7323680978621585,adult
2,shapenet1312,familiar,chair,1,1.6519361808959871,adult
2,shapenet1285,familiar,cabinet,1,6.29814750416129,adult
2,shapenet782,familiar,chair,1,1.9192989999673724,adult
2,shapenet708,familiar,bench,1,1.1929253166907348,adult
2,shapegen1507,novel,abstract4,1,3.2287623617812145,adult
2,shapegen1554,novel,abstract4,1,1.9669975989033657,adult
2,shapegen2205,novel,abstract4,0,2.9023514747476766,adult
2,shapegen2260,novel,abstract4,0,1.696826750075851,adult
2,shapegen2267,novel,abstract4,1,2.950693718205114,adult
2,shapegen2132,novel,abstract4,1,1.3711460391403933,adult
2,shapegen2249,novel,abstract4,1,1.6512515256282263,adult
2,shapegen2326,novel,abstract4,1,2.761852405692427,adult
3,training_00,training,chair_vs_loudspeaker,1,0.8131400392433604,adult
3,training_01,training,chair_vs_loudspeaker,1,0.8833189395568087,adult
3,training_02,training,chair_vs_abstract4,1,2.5329554211267657,adult
3,training_03,training,lamp_vs_chair,1,1.5596895634804877,adult
3,training_04,training,lamp_vs_loudspeaker,1,1.5268824934004384,adult
3,training_05,training,lamp_vs_abstract4,1,2.5968392891537437,adult
3,shapenet1357,warmup,chair,1,1.605269245918328,adult
3,shapenet942,warmup,chair,1,1.7763077290558884,adult
3,shapenet1263,warmup,chair,1,1.7320142613970062,adult
3,shapenet431,warmup,lamp,1,1.7233393452657566,adult
3,shapenet1477,warmup,lamp,1,1.0885381139832324,adult
3,shapenet1053,warmup,lamp,1,0.7154670033248242,adult
3,shapenet1147,warmup,bench,1,1.8790957425359414,adult
3,shapenet886,warmup,bench,1,1.070471821668936,adult
3,shapenet1082,familiar,lamp,1,1.5826454942322354,adult
3,shapenet1392,familiar,telephone,1,2.3562583757412074,adult
3,shapenet904,familiar,loudspeaker,1,1.038599590894081,adult
3,shapenet950,familiar,cabinet,1,5.391543741996595,adult
3,shapenet1460,familiar,telephone,1,4.217749799071401,adult
3,shapenet1413,familiar,bench,1,1.8525814537143133,adult
3,shapenet469,familiar,loudspeaker,1,2.244985088797024,adult
3,shapenet1451,familiar,display,1,1.5064277758037672,adult
3,shapenet697,familiar,chair,1,0.8681906114634138,adult
3,shapenet1312,familiar,chair,1,1.3001075432597664,adult
3,shapenet1285,familiar,cabinet,1,3.8858873054552894,adult
3,shapenet782,familiar,chair,1,2.1228525701923253,adult
3,shapenet708,familiar,bench,1,0.8907097015008276,adult
3,shapegen1507,novel,abstract4,1,2.4648999370217504,adult
3,shapegen1554,novel,abstract4,1,4.3731161711548365,adult
3,shapegen2205,novel,abstract4,1,1.4971065255530847,adult
3,shapegen2260,novel,abstract4,1,1.1692985203461281,adult
3,shapegen2267,novel,abstract4,1,1.8692579074532927,adult
3,shapegen2132,novel,abstract4,1,4.829632848277192,adult
3,shapegen2249,novel,abstract4,1,1.161420448068858,adult
3,shapegen2326,novel,abstract4,1,1.9838999250299107,adult
4,training_00,training,chair_vs_loudspeaker,1,1.3962829998996957,adult
4,training_01,training,chair_vs_loudspeaker,1,3.912135222095861,adult
4,training_02,training,chair_vs_abstract4,1,1.2415726139297283,adult
4,training_03,training,lamp_vs_chair,1,1.3977840664145649,adult
4,training_04,training,lamp_vs_loudspeaker,0,0.5790682444040735,adult
4,training_05,training,lamp_vs_abstract4,1,2.4199044175364772,adult
4,shapenet1357,warmup,chair,1,2.1794781338272062,adult
4,shapenet942,warmup,chair,1,1.6519249037442538,adult
4,shapenet1263,warmup,chair,0,1.2854500423250637,adult
4,shapenet431,warmup,lamp,1,1.7566750511497797,adult
4,shapenet1477,warmup,lamp,1,1.209245855081381,adult
4,shapenet1053,warmup,lamp,1,1.3634711180078716,adult
4,shapenet1147,warmup,bench,1,1.8830821758091796,adult
4,shapenet886,warmup,bench,1,2.0783929804810857,adult
4,shapenet1082,familiar,lamp,1,2.358550478543978,adult
4,shapenet1392,familiar,telephone,1,1.3367054812274322,adult
4,shapenet904,familiar,loudspeaker,0,0.8230925306113899,adult
4,shapenet950,familiar,cabinet,1,1.0623771851561346,adult
4,shapenet1460,familiar,telephone,1,3.700812798326879,adult
4,shapenet1413,familiar,bench,1,1.5098080562147707,adult
4,shapenet469,familiar,loudspeaker,1,1.8500848459307533,adult
4,shapenet1451,familiar,display,1,2.7973873978705233,adult
4,shapenet697,familiar,chair,1,1.65221103579645,adult
4,shapenet1312,familiar,chair,1,2.7021673996606905,adult
4,shapenet1285,familiar,cabinet,0,1.6287247775912637,adult
4,shapenet782,familiar,chair,0,1.3963657440238886,adult
4,shapenet708,familiar,bench,0,4.350577128631434,adult
4,shapegen1507,novel,abstract4,1,3.359257881098498,adult
4,shapegen1554,novel,abstract4,1,3.5772101486155616,adult
4,shapegen2205,novel,abstract4,1,1.213939289292906,adult
4,shapegen2260,novel,abstract4,1,1.5185439279069295,adult
4,shapegen2267,novel,abstract4,1,2.071763595190468,adult
4,shapegen2132,novel,abstract4,1,1.809908451242668,adult
4,shapegen2249,novel,abstract4,1,2.9864451493764914,adult
4,shapegen2326,novel,abstract4,1,2.7417502596957934,adult
5,training_00,training,chair_vs_loudspeaker,1,1.082594278961516,adult
5,training_01,training,chair_vs_loudspeaker,1,2.286321403695298,adult
5,training_02,training,chair_vs_abstract4,0,1.0970918662928566,adult
5,training_03,training,lamp_vs_chair,0,1.0086192842133994,adult
5,training_04,training,lamp_vs_loudspeaker,1,2.50812337604124,adult
5,training_05,training,lamp_vs_abstract4,1,0.5437860113568453,adult
5,shapenet1357,warmup,chair,1,3.2430626818440684,adult
5,shapenet942,warmup,chair,1,1.3964840994134675,adult
5,shapenet1263,warmup,chair,1,1.596718133563943,adult
5,shapenet431,warmup,lamp,1,2.834925989768388,adult
5,shapenet1477,warmup,lamp,1,2.263454135188349,adult
5,shapenet1053,warmup,lamp,0,0.8348352672151967,adult
5,shapenet1147,warmup,bench,1,1.0943296873615231,adult
5,shapenet886,warmup,bench,1,1.650944136621508,adult
5,shapenet1082,familiar,lamp,0,2.86435303949666,adult
5,shapenet1392,familiar,telephone,1,2.277089052972392,adult
5,shapenet904,familiar,loudspeaker,1,1.885557120158783,adult
5,shapenet950,familiar,cabinet,1,1.5149638554638993,adult
5,shapenet1460,familiar,telephone,1,4.249284961972934,adult
5,shapenet1413,familiar,bench,1,1.7504032685986455,adult
5,shapenet469,familiar,loudspeaker,1,2.8550937466900828,adult
5,shapenet1451,familiar,display,1,1.713931390349088,adult
5,shapenet697,familiar,chair,1,0.9999894916930372,adult
5,shapenet1312,familiar,chair,1,0.77805943660445,adult
5,shapenet1285,familiar,cabinet,1,2.1659952987118083,adult
5,shapenet782,familiar,chair,1,2.5693396723364876,adult
5,shapenet708,familiar,bench,1,3.5760611349351556,adult
5,shapegen1507,novel,abstract4,0,2.0122286554030664,adult
5,shapegen1554,novel,abstract4,1,1.8319268907668393,adult
5,shapegen2205,novel,abstract4,0,2.3757965713200364,adult
5,shapegen2260,novel,abstract4,1,1.2694227287698545,adult
5,shapegen2267,novel,abstract4,0,2.354677357181379,adult
5,shapegen2132,novel,abstract4,1,2.3579515608931003,adult
5,shapegen2249,novel,abstract4,1,1.980768686503506,adult
5,shapegen2326,novel,abstract4,1,2.0287090655788824,adult
6,training_00,training,chair_vs_loudspeaker,1,1.181310045910323,adult
6,training_01,training,chair_vs_loudspeaker,1,0.6622442304607825,adult
6,training_02,training,chair_vs_abstract4,1,0.734635477152069,adult
6,training_03,training,lamp_vs_chair,1,1.7305789647649705,adult
6,training_04,training,lamp_vs_loudspeaker,1,0.9370045078987332,adult
6,training_05,training,lamp_vs_abstract4,1,1.186189067297581,adult
6,shapenet1357,warmup,chair,1,1.6848748531895892,adult
6,shapenet942,warmup,chair,1,3.2157863442867183,adult
6,shapenet1263,warmup,chair,1,2.539493267629377,adult
6,shapenet431,warmup,lamp,1,1.7241657130388857,adult
6,shapenet1477,warmup,lamp,1,3.126999621689456,adult
6,shapenet1053,warmup,lamp,1,2.3750653551402614,adult
6,shapenet1147,warmup,bench,1,0.7342620722373102,adult
6,shapenet886,warmup,bench,1,3.0647196151298624,adult
6,shapenet1082,familiar,lamp,1,2.0134024662871464,adult
6,shapenet1392,familiar,telephone,1,0.6927237066194184,adult
6,shapenet904,familiar,loudspeaker,1,2.8618317480092355,adult
6,shapenet950,familiar,cabinet,1,2.1352437788632628,adult
6,shapenet1460,familiar,telephone,1,1.8278535505341587,adult
6,shapenet1413,familiar,bench,1,2.6330635468265227,adult
6,shapenet469,familiar,loudspeaker,1,1.834874265082051,adult
6,shapenet1451,familiar,display,1,2.2059742957894266,adult
6,shapenet697,familiar,chair,1,1.7409927276609114,adult
6,shapenet1312,familiar,chair,1,1.778693181512106,adult
6,shapenet1285,familiar,cabinet,1,1.1209787800628248,adult
6,shapenet782,familiar,chair,1,2.291527315689137,adult
6,shapenet708,familiar,bench,1,4.639271017048172,adult
6,shapegen1507,novel,abstract4,1,1.8015652859523463,adult
6,shapegen1554,novel,abstract4,1,1.4410806892038104,adult
6,shapegen2205,novel,abstract4,1,1.6173781653741977,adult
6,shapegen2260,novel,abstract4,1,1.0909271189514644,adult
6,shapegen2267,novel,abstract4,1,1.9082338395873137,adult
6,shapegen2132,novel,abstract4,1,1.986731076811215,adult
6,shapegen2249,novel,abstract4,1,2.119813748825893,adult
6,shapegen2326,novel,abstract4,1,3.0510241245016423,adult
7,training_00,training,chair_vs_loudspeaker,1,1.0495552378762842,adult
7,training_01,training,chair_vs_loudspeaker,1,1.0258779858857312,adult
7,training_02,training,chair_vs_abstract4,1,0.5071371366072724,adult
7,training_03,training,lamp_vs_chair,1,1.994943324803378,adult
7,training_04,training,lamp_vs_loudspeaker,1,0.8718948642519924,adult
7,training_05,training,lamp_vs_abstract4,1,0.8780636912176213,adult
7,shapenet1357,warmup,chair,1,1.6582631054338572,adult
7,shapenet942,warmup,chair,1,1.1110172066875206,adult
7,shapenet1263,warmup,chair,1,1.0649840063549694,adult
7,shapenet431,warmup,lamp,1,0.9924639836627626,adult
7,shapenet1477,warmup,lamp,1,1.1918844469844936,adult
7,shapenet1053,warmup,lamp,1,1.7650938448963365,adult
7,shapenet1147,warmup,bench,1,2.410315096309376,adult
7,shapenet886,warmup,bench,1,1.079734605702357,adult
7,shapenet1082,familiar,lamp,1,1.8372730007625993,adult
7,shapenet1392,familiar,telephone,1,1.509137838871252,adult
7,shapenet904,familiar,loudspeaker,1,3.7497259374112293,adult
7,shapenet950,familiar,cabinet,1,3.448174438688603,adult
7,shapenet1460,familiar,telephone,1,1.0206333756637562,adult
7,shapenet1413,familiar,bench,1,1.863071539136655,adult
7,shapenet469,familiar,loudspeaker,1,1.9485393428841145,adult
7,shapenet1451,familiar,display,1,1.4972290733589975,adult
7,shapenet697,familiar,chair,1,1.3882844177357712,adult
7,shapenet1312,familiar,chair,1,1.2673180231068142,adult
7,shapenet1285,familiar,cabinet,1,1.4397067282685148,adult
7,shapenet782,familiar,chair,1,0.596619207114972,adult
7,shapenet708,familiar,bench,0,2.5039126346676386,adult
7,shapegen1507,novel,abstract4,1,2.479313890281386,adult
7,shapegen1554,novel,abstract4,1,2.0020245010204643,adult
7,shapegen2205,novel,abstract4,1,1.5016538767995327,adult
7,shapegen2260,novel,abstract4,1,1.6367404894871311,adult
7,shapegen2267,novel,abstract4,1,5.21668485070573,adult
7,shapegen2132,novel,abstract4,1,4.31110117128256,adult
7,shapegen2249,novel,abstract4,1,1.6133572272697356,adult
7,shapegen2326,novel,abstract4,1,1.3250455922351756,adult
8,training_00,training,chair_vs_loudspeaker,1,0.8145421700555896,adult
8,training_01,training,chair_vs_loudspeaker,1,1.5341383674706321,adult
8,training_02,training,chair_vs_abstract4,1,1.272058643829569,adult
8,training_03,training,lamp_vs_chair,1,1.1321603682496624,adult
8,training_04,training,lamp_vs_loudspeaker,1,1.037276775931355,adult
8,training_05,training,lamp_vs_abstract4,1,1.9147703472493565,adult
8,shapenet1357,warmup,chair,1,1.1554628991203282,adult
8,shapenet942,warmup,chair,1,4.783800262020479,adult
8,shapenet1263,warmup,chair,1,1.7269931059279615,adult
8,shapenet431,warmup,lamp,1,1.6656757431877618,adult
8,shapenet1477,warmup,lamp,1,1.9929649708127237,adult
8,shapenet1053,warmup,lamp,1,3.2578386087039437,adult
8,shapenet1147,warmup,bench,1,1.2244250728228654,adult
8,shapenet886,warmup,bench,1,2.0849637365405727,adult
8,shapenet1082,familiar,lamp,1,2.3498065143672275,adult
8,shapenet1392,familiar,telephone,1,2.9313996019044763,adult
8,shapenet904,familiar,loudspeaker,1,1.6293384576188672,adult
8,shapenet950,familiar,cabinet,1,2.81846720702511,adult
8,shapenet1460,familiar,telephone,1,1.3571402281586895,adult
8,shapenet1413,familiar,bench,1,0.674433036619382,adult
8,shapenet469,familiar,loudspeaker,1,0.9036186997207346,adult
8,shapenet1451,familiar,display,1,1.8533403582514894,adult
8,shapenet697,familiar,chair,1,2.7493112906174764,adult
8,shapenet1312,familiar,chair,1,1.920901817288266,adult
8,shapenet1285,familiar,cabinet,1,1.981993274624313,adult
8,shapenet782,familiar,chair,1,2.3768761300423376,adult
8,shapenet708,familiar,bench,1,2.3140187323701413,adult
8,shapegen1507,novel,abstract4,1,3.646125396522346,adult
8,shapegen1554,novel,abstract4,1,1.6703616050319887,adult
8,shapegen2205,novel,abstract4,1,2.4944970983991857,adult
8,shapegen2260,novel,abstract4,1,4.103191084688068,adult
8,shapegen2267,novel,abstract4,1,2.492492988309472,adult
8,shapegen2132,novel,abstract4,1,3.711761743726758,adult
8,shapegen2249,novel,abstract4,1,1.7028119835496618,adult
8,shapegen2326,novel,abstract4,1,3.2094530625786133,adult
9,training_00,training,chair_vs_loudspeaker,1,3.164651109007599,adult
9,training_01,training,chair_vs_loudspeaker,1,1.4685155951163862,adult
9,training_02,training,chair_vs_abstract4,1,1.9807768752799924,adult
9,training_03,training,lamp_vs_chair,1,1.4750967466064278,adult
9,training_04,training,lamp_vs_loudspeaker,1,4.468674857783307,adult
9,training_05,training,lamp_vs_abstract4,1,3.032715212798943,adult
9,shapenet1357,warmup,chair,1,2.0867904334158736,adult
9,shapenet942,warmup,chair,1,1.790712166134667,adult
9,shapenet1263,warmup,chair,1,0.9580207290321239,adult
9,shapenet431,warmup,lamp,1,1.738028000726186,adult
9,shapenet1477,warmup,lamp,1,1.6737164590277152,adult
9,shapenet1053,warmup,lamp,1,5.014905737008639,adult
9,shapenet1147,warmup,bench,1,2.02543061927305,adult
9,shapenet886,warmup,bench,1,2.590761996251887,adult
9,shapenet1082,familiar,lamp,1,1.4155318143077738,adult
9,shapenet1392,familiar,telephone,1,2.700066741245299,adult
9,shapenet904,familiar,loudspeaker,1,0.6475454811808704,adult
9,shapenet950,familiar,cabinet,1,3.258679550869786,adult
9,shapenet1460,familiar,telephone,1,1.2730965662837876,adult
9,shapenet1413,familiar,bench,1,1.1088539651470126,adult
9,shapenet469,familiar,loudspeaker,1,1.720644743730888,adult
9,shapenet1451,familiar,display,1,2.6425997097706677,adult
9,shapenet697,familiar,chair,1,1.7143248328020972,adult
9,shapenet1312,familiar,chair,1,1.164194108021959,adult
9,shapenet1285,familiar,cabinet,0,2.3216235814577963,adult
9,shapenet782,familiar,chair,1,1.2842383446934071,adult
9,shapenet708,familiar,bench,0,1.7086857803029465,adult
9,shapegen1507,novel,abstract4,1,1.5333625944519118,adult
9,shapegen1554,novel,abstract4,1,2.224532647027995,adult
9,shapegen2205,novel,abstract4,1,1.9752363951671261,adult
9,shapegen2260,novel,abstract4,1,2.23029613881751,adult
9,shapegen2267,novel,abstract4,1,6.611661418828208,adult
9,shapegen2132,novel,abstract4,1,1.2638604537846008,adult
9,shapegen2249,novel,abstract4,1,3.885415448998166,adult
9,shapegen2326,novel,abstract4,1,0.6285496748274765,adult
10,training_00,training,chair_vs_loudspeaker,1,1.271299511478804,adult
10,training_01,training,chair_vs_loudspeaker,1,1.7245718937866608,adult
10,training_02,training,chair_vs_abstract4,1,1.1556162629693414,adult
10,training_03,training,lamp_vs_chair,1,1.318070967454796,adult
10,training_04,training,lamp_vs_loudspeaker,1,1.3064782662296264,adult
10,training_05,training,lamp_vs_abstract4,1,1.3784743378119466,adult
10,shapenet1357,warmup,chair,1,1.672700237267009,adult
10,shapenet942,warmup,chair,1,1.5088508182272038,adult
10,shapenet1263,warmup,chair,1,1.3664237723531725,adult
10,shapenet431,warmup,lamp,1,1.4431906707818305,adult
10,shapenet1477,warmup,lamp,1,1.7781918467238516,adult
10,shapenet1053,warmup,lamp,1,1.7927371887983379,adult
10,shapenet1147,warmup,bench,1,1.1903514933741495,adult
10,shapenet886,warmup,bench,1,1.0493737653014557,adult
10,shapenet1082,familiar,lamp,1,0.8679379476064655,adult
10,shapenet1392,familiar,telephone,1,4.070943098069574,adult
10,shapenet904,familiar,loudspeaker,1,1.0524176252268902,adult
10,shapenet950,familiar,cabinet,1,1.2743396686973087,adult
10,shapenet1460,familiar,telephone,1,2.5860297325780466,adult
10,shapenet1413,familiar,bench,1,0.9742421582742263,adult
10,shapenet469,familiar,loudspeaker,1,0.8358587281096206,adult
10,shapenet1451,familiar,display,0,1.4398667374807903,adult
10,shapenet697,familiar,chair,1,2.8493354230631853,adult
10,shapenet1312,familiar,chair,1,1.8145442945967158,adult
10,shapenet1285,familiar,cabinet,1,4.853127603997633,adult
10,shapenet782,familiar,chair,1,2.4899966114371894,adult
10,shapenet708,familiar,bench,1,1.0304176966147187,adult
10,shapegen1507,novel,abstract4,1,2.176538419301862,adult
10,shapegen1554,novel,abstract4,1,0.9990515001345193,adult
10,shapegen2205,novel,abstract4,1,2.6663394483196825,adult
10,shapegen2260,novel,abstract4,1,1.6841338897305458,adult
10,shapegen2267,novel,abstract4,1,2.636598737216024,adult
10,shapegen2132,novel,abstract4,1,4.312888839775656,adult
10,shapegen2249,novel,abstract4,1,4.216858753175964,adult
10,shapegen2326,novel,abstract4,1,1.937158528158665,adult
11,training_00,training,chair_vs_loudspeaker,1,1.376061828965462,adult
11,training_01,training,chair_vs_loudspeaker,1,0.7132098832514799,adult
11,training_02,training,chair_vs_abstract4,1,1.7664018142474351,adult
11,training_03,training,lamp_vs_chair,1,2.4869947743005816,adult
11,training_04,training,lamp_vs_loudspeaker,1,0.9137344322788977,adult
11,training_05,training,lamp_vs_abstract4,1,3.4697283142637225,adult
11,shapenet1357,warmup,chair,1,1.3950838094486018,adult
11,shapenet942,warmup,chair,1,2.1030921585796674,adult
11,shapenet1263,warmup,chair,1,0.8076492888841349,adult
11,shapenet431,warmup,lamp,1,0.7480412746703211,adult
11,shapenet1477,warmup,lamp,1,2.4948001338056693,adult
11,shapenet1053,warmup,lamp,1,1.7348727498330114,adult
11,shapenet1147,warmup,bench,1,1.376191782583285,adult
11,shapenet886,warmup,bench,1,0.7936800062952516,adult
11,shapenet1082,familiar,lamp,1,1.5366334614996187,adult
11,shapenet1392,familiar,telephone,1,1.1277947200611997,adult
11,shapenet904,familiar,loudspeaker,1,2.795560714562461,adult
11,shapenet950,familiar,cabinet,1,1.0161886606244048,adult
11,shapenet1460,familiar,telephone,1,1.6618895249371304,adult
11,shapenet1413,familiar,bench,1,2.6572185148576284,adult
11,shapenet469,familiar,loudspeaker,1,2.4306615266435276,adult
11,shapenet1451,familiar,display,1,1.5001732970168442,adult
11,shapenet697,familiar,chair,1,2.4463308917303173,adult
11,shapenet1312,familiar,chair,1,2.659355239397693,adult
11,shapenet1285,familiar,cabinet,1,1.9542314892622175,adult
11,shapenet782,familiar,chair,1,2.249602312971013,adult
11,shapenet708,familiar,bench,0,1.6716196428273513,adult
11,shapegen1507,novel,abstract4,0,3.457165869679515,adult
11,shapegen1554,novel,abstract4,1,2.0060764421013415,adult
11,shapegen2205,novel,abstract4,1,1.1052216782487359,adult
11,shapegen2260,novel,abstract4,1,2.606042789811639,adult
11,shapegen2267,novel,abstract4,1,1.3011515763448303,adult
11,shapegen2132,novel,abstract4,1,3.696679435626868,adult
11,shapegen2249,novel,abstract4,1,2.5043383607478975,adult
11,shapegen2326,novel,abstract4,1,0.8728512085342864,adult
12,training_00,training,chair_vs_loudspeaker,1,1.8748234881552228,adult
12,training_01,training,chair_vs_loudspeaker,1,1.3890810948005297,adult
12,training_02,training,chair_vs_abstract4,0,2.3582306835738667,adult
12,training_03,training,lamp_vs_chair,1,0.9999403959657963,adult
12,training_04,training,lamp_vs_loudspeaker,1,2.057325995829239,adult
12,training_05,training,lamp_vs_abstract4,0,1.5663100763646012,adult
12,shapenet1357,warmup,chair,1,0.7506501982163691,adult
12,shapenet942,warmup,chair,1,0.7251578521293252,adult
12,shapenet1263,warmup,chair,1,1.3977187028845894,adult
12,shapenet431,warmup,lamp,1,1.1138801124728046,adult
12,shapenet1477,warmup,lamp,1,0.6702184290284541,adult
12,shapenet1053,warmup,lamp,1,0.9292992281457747,adult
12,shapenet1147,warmup,bench,1,1.4850200225014996,adult
12,shapenet886,warmup,bench,1,1.103503865758424,adult
12,shapenet1082,familiar,lamp,0,5.202507971630511,adult
12,shapenet1392,familiar,telephone,1,1.364805544879237,adult
12,shapenet904,familiar,loudspeaker,0,3.1110549568542627,adult
12,shapenet950,familiar,cabinet,1,3.8162353363104753,adult
12,shapenet1460,familiar,telephone,1,1.4577227076653227,adult
12,shapenet1413,familiar,bench,1,1.4052982996507484,adult
12,shapenet469,familiar,loudspeaker,1,1.4719374125784659,adult
12,shapenet1451,familiar,display,0,1.7059358889058325,adult
12,shapenet697,familiar,chair,1,1.5554049050747616,adult
12,shapenet1312,familiar,chair,1,1.085085709133322,adult
12,shapenet1285,familiar,cabinet,1,2.1476923430843593,adult
12,shapenet782,familiar,chair,1,1.553199316258988,adult
12,shapenet708,familiar,bench,1,5.315275983712434,adult
12,shapegen1507,novel,abstract4,1,3.1721041246568604,adult
12,shapegen1554,novel,abstract4,1,1.7669009431326816,adult
12,shapegen2205,novel,abstract4,1,2.7049354883725116,adult
12,shapegen2260,novel,abstract4,1,2.6563220817160245,adult
12,shapegen2267,novel,abstract4,1,3.3871614422729,adult
